Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20051018X01681 | Accident | DEN05CA138 | 09/09/2005 | Jackson, WY | United States | 43.607222 | -110.737500 |  |  | Non-Fatal | Substantial | Helicopter | N944U | Robinson | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | DESCENT | Factual <br />10/18/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20051013X01639 | Accident | LAX05CA291 | 09/08/2005 | Santa Clarita, CA | United States | 34.205833 | -118.487222 | KVNY | Van Nuys Airport | Non-Fatal | Substantial | Helicopter | N8348T | Robinson | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/13/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20050930X01554 | Accident | DFW05LA239 | 09/07/2005 | New Orleans, LA | United States | 29.989444 | -90.257778 |  | None | Non-Fatal | Substantial |  | N230CA | Bell | 206B | No | 1 | Turbo Shaft |  |  | Aerial Observation |  |  |  | 2 | 1 | VMC | MANEUVERING | Factual <br />12/21/2005<br/>Final <br />03/28/2006 | 03/28/2006 | 
20090617X33215 | Accident | ENG06WA011 | 09/07/2005 | Slieve Aughty Mountains, Co Galway, Ireland, Ireland | Ireland |  |  | GWY | Galway | Fatal(2) | Destroyed | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 2 | 1 |  |  |  |  | Foreign | 10/20/2009 | 
20051128X01894 | Accident | DFW05MA230 | 09/06/2005 | Gulf of Mexico, TX | United States | 29.337500 | -93.826389 |  |  | Non-Fatal | Destroyed | Helicopter | N90421 | SIKORSKY | S76 | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  |  |  | 5 | 7 |  | VMC | CRUISE | Factual <br />04/28/2009<br/>Final <br />04/28/2009 | 04/28/2009 | 
20050906X01386 | Accident | LAX05LA289 | 09/05/2005 | Long Beach, CA | United States | 33.817778 | -118.151667 | LGB | Daugherty Field | Non-Fatal | Substantial |  | N667JM | Bell | 206B | No | 1 | Turbo Shaft |  |  | Banner Tow |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />12/05/2006<br/>Final <br />02/26/2007 | 02/26/2007 | 
20050923X01523 | Accident | CHI05CA253 | 09/04/2005 | Rockton, IL | United States | 42.449444 | -89.072223 | JVL | Rock County | Non-Fatal | Substantial | Helicopter | N61LA | Robinson | R22 Beta | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual <br />09/23/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050909X01429 | Accident | SEA05WA190 | 09/04/2005 | Tallard, France | France |  |  |  |  | Fatal(1) | Destroyed |  |  | Hughes | 300AG | No |  |  |  |  | Unknown |  | 1 | 1 |  |  |  |  | Foreign | 09/09/2005 | 
20051013X01635 | Accident | CHI05CA267 | 09/03/2005 | Ida, MI | United States | 41.855000 | -83.591389 | 86G | Lada | Non-Fatal | Substantial | Helicopter | N20925 | West | Revolution Mini 500 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Factual <br />10/13/2005<br/>Final <br />06/28/2006 | 06/28/2006 | 
20050906X01387 | Accident | LAX05LA288 | 09/03/2005 | Trona, CA | United States | 35.666667 | -117.333333 |  |  | Non-Fatal | Substantial |  | N912TT | Goodlett | Safari | Yes | 1 | Reciprocating |  |  | Personal |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />11/30/2006<br/>Final <br />02/26/2007 | 02/26/2007 | 
20050912X01431 | Accident | DEN05LA131 | 09/02/2005 | Duchesne, UT | United States | 40.192500 | -110.380834 | U69 | Duchesne Muninipal Airport | Non-Fatal | Substantial |  | N220SH | Aerospatiale | SA315B | No | 1 | Turbo Shaft |  |  | External Load |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />04/12/2006<br/>Final <br />07/31/2006 | 07/31/2006 | 
20051013X01646 | Accident | DFW05LA252 | 09/01/2005 | Myrtle Grove, LA | United States | 29.984444 | -89.993611 |  |  | Non-Fatal | Substantial |  | N59539 | Bell | 206B | No | 1 | Turbo Shaft |  |  | Business |  |  |  | 4 |  | VMC | MANEUVERING | Factual <br />01/31/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050829X01319 | Accident | CHI05LA243 | 08/28/2005 | El Dara, IL | United States | 39.638889 | -90.778611 |  |  | Fatal(1) | Destroyed |  | N9094P | Allensworth | Baby Belle | Yes | 1 | Reciprocating |  |  | Personal |  | 1 |  |  |  | VMC | CRUISE | Factual <br />02/16/2006<br/>Final <br />05/30/2006 | 05/30/2006 | 
20050914X01453 | Accident | SEA05CA182 | 08/27/2005 | Boise, ID | United States | 43.564444 | -116.222778 | BOI | BOISE AIR TERMINAL /GOWEN FLD/ | Non-Fatal | Substantial | Helicopter | N845SH | Robinson | R22 Beta | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | MANEUVERING | Factual <br />09/14/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050906X01390 | Accident | DEN05LA130 | 08/25/2005 | Falcon, CO | United States | 48.580556 | -104.700278 | 00V | Meadow Lake Airport | Non-Fatal | Substantial |  | N777UH | Robinson | R22 | No | 1 | Reciprocating |  |  | Ferry |  |  |  | 2 |  | VMC | MANEUVERING | Factual <br />10/20/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20051026X01726 | Accident | DFW05CA220 | 08/23/2005 | Odessa, TX | United States | 31.923056 | -102.389444 | ODO | Odessa-Schlemeyer Field | Non-Fatal | Substantial | Helicopter | N160TX | Robinson | R-44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | LANDING | Factual <br />10/26/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20050830X01331 | Accident | DFW05FA217 | 08/18/2005 | Gulf of Mexico, GM | United States | 28.270000 | -93.168334 |  |  | Fatal(2) | Destroyed |  | N167H | Bell | 206B | No | 1 | Turbo Shaft |  |  | Positioning |  | 2 |  |  |  | VMC | APPROACH | Factual <br />02/07/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20051020X01701 | Accident | DFW05CA213 | 08/17/2005 | Gulf of Mexico, UN | United States | 27.633333 | -96.216667 |  |  | Non-Fatal | Substantial | Helicopter | N330P | Bell | 206L | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | LANDING | Factual <br />10/20/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20051004X01576 | Accident | DFW05CA231 | 08/16/2005 | Monette, AR | United States | 35.866667 | -90.566667 |  |  | Non-Fatal | Destroyed | Helicopter | N8494E | Bell | 47 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/04/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050914X01452 | Accident | SEA05CA173 | 08/16/2005 | Donnelly, ID | United States | 44.627778 | -116.141389 |  |  | Non-Fatal | Substantial | Helicopter | N500FU | Hughes | 369E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | MANEUVERING | Factual <br />09/14/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050817X01268 | Accident | ATL05FA144 | 08/14/2005 | Jacksonville, FL | United States | 30.348055 | -81.677778 | 97J | UNIVERSITY HOSPITAL | Non-Fatal | Substantial |  | N117US | MBB | BK 117 B-1 | No | 2 | Turbo Shaft |  |  | Positioning |  |  |  |  | 3 | VMC | TAKEOFF | Factual <br />11/29/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20051006X01592 | Accident | CHI05LA235 | 08/13/2005 | Greenwood, IN | United States | 39.628611 | -86.087777 | HFY | Greenwood Municipal | Non-Fatal | Substantial |  | N534SE | Robinson | R44 | No | 1 | Reciprocating |  |  | Business |  |  |  | 3 |  | VMC | LANDING | Factual <br />02/23/2006<br/>Final <br />05/30/2006 | 05/30/2006 | 
20050831X01342 | Accident | IAD05LA122 | 08/12/2005 | Saulsville, WV | United States | 37.652222 | -81.450000 |  |  | Non-Fatal | Substantial |  | N5691B | Enstrom | 280C | No | 1 | Reciprocating |  |  | Business |  |  | 1 |  | 1 | VMC | APPROACH | Factual <br />05/23/2006<br/>Final <br />07/31/2006 | 07/31/2006 | 
20050816X01255 | Accident | MIA05LA148 | 08/11/2005 | Lantana, FL | United States | 26.593055 | -80.085000 | KLNA | Palm Beach County Park Airport | Non-Fatal | Substantial |  | N8320A | Robinson | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />12/15/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050818X01280 | Accident | SEA05CA168 | 08/11/2005 | Ashland, OR | United States | 42.191666 | -122.661111 | S03 | Ashland Municipal | Non-Fatal | Substantial | Helicopter | N488MC | Hughes | 269A | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />08/18/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050817X01264 | Accident | LAX05FA264 | 08/10/2005 | Lancaster, CA | United States | 34.707778 | -118.032500 |  |  | Fatal(1) | Substantial |  | N177SJ | San Joaquin Helicopters | OH-58A+ | No | 1 | Turbo Shaft |  |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />03/08/2007<br/>Final <br />04/25/2007 | 04/25/2007 | 
20051011X01615 | Accident | DFW05CA208 | 08/10/2005 | Hampton, AR | United States | 33.548055 | -92.523611 |  |  | Non-Fatal | Substantial | Helicopter | N535HA | Hiller | UH-12E | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />10/11/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20050825X01308 | Accident | DCA05RA089 | 08/10/2005 | Tallinn, Estonia | Estonia |  |  |  |  | Fatal(14) | Destroyed | Helicopter |  | SIKORSKY | S-76C+ |  |  |  | Non-U.S., Commercial | SCHD |  |  | 14 | 0 | 0 | 0 |  |  | Foreign | 01/14/2009 | 
20050908X01418 | Accident | LAX05CA263 | 08/08/2005 | North Las Vegas, NV | United States | 36.200000 | -115.183333 | VGT | North Las Vegas | Non-Fatal | Substantial | Helicopter | N58431 | Hughes | 369D | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />09/08/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050816X01252 | Accident | DEN05TA119 | 08/06/2005 | Albuquerque, NM | United States | 35.190555 | -104.682500 | ABQ | Albuquerque International Sunp | Non-Fatal | Substantial |  | N500SD | Hughes | 369HS | No | 1 | Turbo Shaft |  |  | Public Aircraft - Local |  |  | 1 | 1 |  | VMC | MANEUVERING | Factual <br />11/16/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050819X01290 | Accident | CHI05LA218 | 08/05/2005 | Goshen, IN | United States | 41.527223 | -85.792222 | KGSH | Goshen Municipal Airport | Non-Fatal | Substantial |  | N480FX | Enstrom | 480 | No | 1 | Turbo Shaft |  |  | Instructional |  |  | 1 | 2 |  | VMC | LANDING | Factual <br />02/06/2008<br/>Final <br />02/28/2008 | 02/28/2008 | 
20050830X01332 | Accident | DFW05WA221 | 08/05/2005 | Col de Menee, France | France |  |  |  |  | Fatal(2) | Destroyed |  |  | Robinson | R-44 | No |  |  |  |  | Personal |  | 2 |  |  |  | VMC |  | Foreign | 08/30/2005 | 
20050810X01201 | Accident | SEA05LA163 | 08/04/2005 | Leavenworth, WA | United States | 47.629167 | -120.650556 |  |  | Non-Fatal | Substantial |  | N13MA | Steele | Safari | Yes | 1 | Reciprocating |  |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Factual <br />09/19/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20060112X00061 | Accident | IAD05LA112 | 07/31/2005 | Mount Holly, NJ | United States | 39.942777 | -74.845555 | VAY | South Jersey Regional | Non-Fatal | Substantial |  | N399HF | Schweizer | 269C | No | 1 | Reciprocating |  |  | Instructional |  |  |  | 2 |  | VMC | DESCENT | Factual <br />01/12/2006<br/>Final <br />03/28/2006 | 03/28/2006 | 
20050831X01345 | Accident | DFW05CA195 | 07/30/2005 | New Braunfels, TX | United States | 29.702778 | -98.038611 | BAZ | New Braunfels Municipal | Non-Fatal | Substantial | Helicopter | N18VH | Robinson | R22 Beta II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />08/31/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050810X01198 | Accident | SEA05WA160 | 07/30/2005 | Jeonnam, Korea, Republic Of | Korea, Republic Of |  |  |  |  | Non-Fatal | Substantial |  |  | Bell | 206L4 | No |  |  |  |  | Aerial Application |  |  | 1 | 1 |  | VMC |  | Foreign | 08/10/2005 | 
20060415X00445 | Incident | NYC06WA085 | 07/29/2005 | Jacobiparochie, Netherlands | Netherlands |  |  |  |  | Incident |  |  |  | Schweizer | 269D | No |  |  |  | NSCH |  |  |  |  |  | 3 | VMC |  | Foreign | 04/15/2006 | 
20050902X01372 | Accident | ANC05TA111 | 07/28/2005 | Delta Junction, AK | United States | 64.385000 | -144.276667 |  |  | Non-Fatal | Substantial |  | C-GBUY | McDonnell Douglas | 500D | No | 1 | Turbo Shaft |  |  | Public Aircraft - Federal |  |  |  |  | 1 | VMC | LANDING | Factual <br />01/24/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050805X01169 | Accident | CHI05GA198 | 07/26/2005 | Justice, IL | United States | 41.750000 | -87.835277 |  |  | Non-Fatal | Destroyed |  | N741LL | Bell | 206L-3 | No | 1 | Turbo Shaft |  |  | Public Aircraft - State |  |  | 2 | 2 |  | VMC | MANEUVERING | Factual <br />10/13/2006<br/>Final <br />12/28/2006 | 12/28/2006 | 
20050727X01110 | Accident | ANC05LA107 | 07/25/2005 | Juneau, AK | United States | 58.355000 | -134.576389 | PAJN | Juneau International | Non-Fatal | Substantial |  | N57958 | Aerospatiale | AS-350BA | No | 1 | Turbo Shaft |  | NSCH |  |  |  |  |  | 7 | VMC | TAKEOFF | Factual <br />12/19/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050801X01127 | Accident | SEA05WA155 | 07/25/2005 | Balaga, Sarawak, Malaysia | Malaysia |  |  |  |  | Fatal(3) | Destroyed |  |  | Bell | 206 L4 |  |  |  |  | NSCH |  |  | 3 | 1 |  |  | VMC |  | Foreign | 08/01/2005 | 
20050728X01111 | Accident | MIA05LA136 | 07/24/2005 | Ft. Pierce, FL | United States | 27.483333 | -80.366667 |  |  | Non-Fatal | Substantial |  | N9023M | Brantly Helicopter | B2B | No | 1 | Reciprocating |  |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Factual <br />09/16/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050802X01137 | Accident | IAD05LA107 | 07/24/2005 | Plymouth, MA | United States | 41.914722 | -70.736667 | PYM | Plymouth Municipal Airport | Non-Fatal | Substantial |  | N9018Y | Brantly Helicopter | B-2B | No | 1 | Reciprocating |  |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />09/25/2006<br/>Final <br />11/29/2006 | 11/29/2006 | 
20050820X01293 | Accident | IAD05LA108 | 07/22/2005 | Nashua, NH | United States | 42.781667 | -71.514722 | ASH | Boire Field Airport | Non-Fatal | Substantial |  | N8041J | Robinson | R22 | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />06/23/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050816X01259 | Accident | SEA05CA149 | 07/21/2005 | Laurel, MT | United States | 45.703056 | -108.761111 |  |  | Non-Fatal | Substantial | Helicopter | N801CP | Hughes | 269A | No | 1 | Reciprocating | Part 91: General Aviation |  | Flight Test |  |  |  | 1 | 1 | VMC | APPROACH | Factual <br />08/16/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050727X01105 | Accident | DEN05TA113 | 07/19/2005 | Loveland, CO | United States | 40.414444 | -105.351944 |  |  | Non-Fatal | Destroyed |  | N530TJ | Hughes | 369FF | No | 1 | Turbo Shaft |  |  | Public Aircraft - Federal |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />01/27/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050721X01068 | Accident | DFW05WA184 | 07/17/2005 | Ciudad Carmen, Mexico | Mexico |  |  |  |  | Fatal(2) | Substantial |  |  | Bell | 412 | No |  |  |  | NSCH |  |  | 2 |  |  |  | IMC |  | Foreign | 07/21/2005 | 
20050915X01466 | Accident | LAX05WA298 | 07/16/2005 | Lac de la Solit, Canada | Canada | 50.150000 | -67.500000 |  |  | Non-Fatal | Substantial |  |  | Bell | 205A-1 | No |  |  |  |  | Aerial Application |  |  |  |  | 1 | VMC |  | Foreign | 09/15/2005 | 
20050719X01057 | Accident | MIA05LA135 | 07/16/2005 | Gulfport, MS | United States | 30.406667 | -89.071667 | GPT | Gulfport Biloxi International | Non-Fatal | Substantial |  | N2614D | Robinson | R-22B | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Factual <br />08/30/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050818X01272 | Accident | DFW05LA190 | 07/15/2005 | Black Oak, AR | United States |  | -90.154722 |  |  | Non-Fatal | Substantial |  | N4087L | Bell | 47G-4A | No | 1 | Turbo Shaft |  |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />08/31/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050811X01230 | Accident | LAX05CA232 | 07/15/2005 | Mesa, AZ | United States | 33.307778 | -111.655556 | IWA | Williams Gateway Airport | Non-Fatal | Substantial | Helicopter | N7514P | Robinson | R-22 Beta II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />08/11/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050901X01360 | Accident | CHI05FA192 | 07/14/2005 | Valparaiso, IN | United States | 41.466667 | -87.050556 | 46II | Porter Memorial Hospital | Non-Fatal | Substantial |  | N365S | Aerospatiale | AS365N | No | 2 | Turbo Shaft |  | NSCH |  | CJ Systems Aviation Group |  |  |  | 4 | VMC | MANEUVERING | Factual <br />12/05/2006<br/>Final <br />02/26/2007 | 02/26/2007 | 
20050804X01153 | Accident | DFW05CA181 | 07/14/2005 | Houston, TX | United States | 29.521111 | -95.242222 |  |  | Non-Fatal | Substantial | Helicopter | N440HH | Messerschmitt | BK-117 B-2 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 3 | VMC | APPROACH | Factual <br />08/04/2005<br/>Final <br />02/02/2009 | 02/02/2009 | 
20050718X01046 | Accident | LAX05GA231 | 07/13/2005 | Fair Oaks, CA | United States | 38.639166 | -121.220556 |  |  | Fatal(2) | Destroyed |  | N266SD | Eurocopter France | EC120B | No | 1 | Turbo Shaft |  |  | Public Aircraft - Local |  | 2 | 1 |  |  | VMC | MANEUVERING | Factual <br />12/08/2006<br/>Final <br />02/26/2007 | 02/26/2007 | 
20050923X01522 | Accident | CHI05LA186 | 07/13/2005 | West Plains, MO | United States | 36.878611 | -91.902778 | UNO | West Plains Municipal | Non-Fatal | Substantial | Helicopter | N2756A | Bell | 206L-1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | OTHER | Factual <br />06/02/2006<br/>Final <br />02/02/2009 | 02/02/2009 | 
20050812X01235 | Accident | MIA05CA134 | 07/12/2005 | San Juan, PR | United States | 18.461667 | -66.107777 | TJIG | Fernando Luis Ribas Dominicci | Non-Fatal | Substantial | Helicopter | N27VT | Bell | 206B | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAXI | Factual <br />08/12/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050816X01254 | Accident | LAX05FA229 | 07/12/2005 | Kapaau, HI | United States | 20.180000 | -155.735000 |  |  | Non-Fatal | Substantial |  | N4064F | Eurocopter | AS350BA | No | 1 | Turbo Shaft |  |  | Positioning |  |  |  |  | 1 | VMC | CRUISE | Factual <br />10/19/2006<br/>Final <br />12/28/2006 | 12/28/2006 | 
20050719X01053 | Accident | DFW05LA180 | 07/11/2005 |  | United States |  |  |  |  | Non-Fatal | Substantial |  | N430CV | Bell | 430 | No | 2 | Turbo Shaft |  | NSCH |  |  |  |  |  | 3 | VMC | LANDING | Factual <br />11/30/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050816X01249 | Accident | ATL05CA127 | 07/09/2005 | Landrum, SC | United States | 35.157222 | -82.122223 | 33A | Fairview | Non-Fatal | Substantial | Helicopter | N301MG | Schweizer | 269C-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />08/16/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050719X01061 | Accident | LAX05WA234 | 07/09/2005 | Derrybrien, Ireland | Ireland | 53.100000 | -8.591666 |  |  | Fatal(2) | Destroyed |  |  | Robinson | R44 | No | 1 | Reciprocating |  |  | Personal |  | 2 | 1 |  |  | IMC |  | Foreign | 07/19/2005 | 
20050912X01435 | Accident | ANC05CA101 | 07/08/2005 | Ambler, AK | United States | 67.166667 | -157.583333 |  |  | Non-Fatal | Substantial | Helicopter | C-GLHQ | Hughes | 500D | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | Prism Helicopters, Inc. |  |  |  | 3 | VMC | LANDING | Factual <br />09/12/2005<br/>Final <br />12/20/2005 | 12/20/2005 | 
20050812X01236 | Accident | MIA05CA133 | 07/06/2005 | St. Cloud, FL | United States | 28.228611 | -81.296666 |  |  | Non-Fatal | Substantial | Helicopter | N90SG | Robinson | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />08/12/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050722X01080 | Accident | SEA05RA139 | 07/06/2005 | Rome, Italy | Italy |  |  |  |  | Fatal(1) | Destroyed |  | N236AC | Erickson Air-Crane, Inc. | S-64F | No | 2 | Turbo Shaft |  |  | Ferry |  | 1 | 1 | 1 | 1 | VMC |  | Foreign | 07/22/2005 | 
20050719X01060 | Accident | IAD05CA092 | 07/04/2005 | Weston, WV | United States | 39.091389 | -80.469445 | 49I | Louis Bennett Field | Non-Fatal | Destroyed | Helicopter | N4359N | Callahan | Rotorway Exec 90 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | DESCENT | Factual <br />07/19/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050801X01129 | Accident | SEA05LA138 | 07/04/2005 | Oroville, WA | United States | 48.958889 | -119.411944 |  |  | Non-Fatal | Substantial |  | N38926 | Bell | 47G-2A | No | 1 | Reciprocating |  |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />11/15/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050707X00953 | Accident | CHI05LA173 | 07/01/2005 | Crete, IL | United States | 41.432778 | -87.781667 |  |  | Non-Fatal | Substantial |  | N997SA | Robinson | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | CRUISE | Factual <br />03/28/2006<br/>Final <br />05/30/2006 | 05/30/2006 | 
20050719X01059 | Accident | DEN05FA103 | 06/30/2005 | Mancos, CO | United States | 37.400555 | -108.142222 |  |  | Fatal(3) | Substantial |  | N403CF | Agusta | A119 | No | 1 | Turbo Shaft |  |  | Positioning |  | 3 |  |  |  | VMC | APPROACH | Factual <br />12/12/2006<br/>Final <br />01/31/2007 | 01/31/2007 | 
20050708X00959 | Accident | MIA05TA124 | 06/29/2005 | St. Augustine, FL | United States | 29.939722 | -81.338611 |  |  | Non-Fatal | Substantial |  | N244RP | Bell | OH-58A | No | 1 | Turbo Shaft |  |  | Public Aircraft - Local |  |  |  | 1 | 1 | VMC | TAKEOFF | Factual <br />10/10/2006<br/>Final <br />12/28/2006 | 12/28/2006 | 
20050701X00917 | Accident | DEN05LA102 | 06/29/2005 | Scofield, UT | United States |  |  |  | None | Non-Fatal | Substantial |  | N480EH | Enstrom | 480B | No | 1 | Turbo Prop |  |  | Business |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />09/06/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050725X01087 | Accident | DEN05CA097 | 06/26/2005 | Indianola, UT | United States | 40.141389 | -111.661111 |  |  | Non-Fatal | Substantial | Helicopter | N373DM | Robinson | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | LANDING | Factual <br />07/25/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050725X01089 | Accident | DEN05CA094 | 06/26/2005 | Broomfield, CO | United States | 39.914722 | -105.117500 | BJC | Jefferseon County Airport | Non-Fatal | Substantial | Helicopter | N308BP | Schweizer | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | LANDING | Factual <br />07/25/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050715X01034 | Accident | CHI05CA159 | 06/25/2005 | Osage Beach, MO | United States | 38.110556 | -92.680556 |  |  | Non-Fatal | Destroyed | Helicopter | N7195L | Robinson | R22 Beta | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  | 1 | 1 | VMC | MANEUVERING | Factual <br />07/15/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050629X00894 | Accident | IAD05LA084 | 06/25/2005 | Cleveland, OH | United States | 41.517500 | -81.733333 | BKL | Burke Lakefront Airport | Non-Fatal | Substantial |  | N1212N | Bell | 206B | No | 1 | Turbo Shaft |  |  | Other Work Use |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />02/03/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050805X01174 | Accident | CHI05CA156 | 06/24/2005 | Algonac, MI | United States | 42.625556 | -82.534444 |  |  | Non-Fatal | Substantial | Helicopter | N311JX | Bell | 206L-3 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  | 4 |  | VMC | APPROACH | Factual <br />08/05/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20060120X00096 | Accident | SEA05WA204 | 06/23/2005 | Yangyang, Korea, Republic Of | Korea, Republic Of |  |  |  |  | Non-Fatal | Destroyed |  |  | Bell | 204B-1 | No |  |  |  |  | External Load |  |  |  |  | 1 | VMC |  | Foreign | 01/20/2006 | 
20050720X01067 | Accident | DFW05CA168 | 06/22/2005 | Bruceville, TX | United States | 31.300000 | -97.150000 |  |  | Non-Fatal | Substantial | Helicopter | N7487F | Hughes | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />07/20/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
